id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,sentiment,sentiment_confidence,authenticity_score,normalized_rating
Ci9DQUlRQUNvZENodHljRjlvT2toWGFIRnBUMlY0ZVVOamFEUkVUM0JxWkdZMVNWRRAB,It's best place for dinner in city .,a month ago,2025-11-05 16:53:48.798177,5.0,Anshul pandey,36,https://www.google.com/maps/contrib/117236511314360807921/reviews?hl=en,,positive,0.836,0.15,4.54
ChdDSUhNMG9nS0VJQ0FnSUQyaXJicTRnRRAB,"Not happy for service, very bad hospitality, employees was not trained well. Very unprofessional behaviour, I ordered popcorn chiken biryani box but they delivered popcorn chiken biryani bucket.- What i have to do they are very unprofessional staff (mis NIKITA).",3 years ago,2025-11-05 16:53:48.798984,1.0,Ashfak Haider,52,https://www.google.com/maps/contrib/106394858526351788693/reviews?hl=en,,negative,0.47,0.37,1.17
ChZDSUhNMG9nS0VJQ0FnSUNJNnRiS1B3EAE,"It was my first visit to the outlet as i was travelling from mumbai to Allahabad and then Allahabad to lucknow by Volvo bus and i had just 14minutes in my hand,boy-o-boy salute to the staffs prepared my meal in just 10mints and i was so impressed i thank the staffs and ran to catch my bus which gona leave at 12:45noon. And as i reached in after 5minutes bus begin towards lucknow. I will never forget this effort for providing customer service,i realy wana thank the lady who maked it possible 👍🏻👍🏻👍🏻👍🏻",6 years ago,2025-11-05 16:53:48.799909,5.0,IMRAN QURESHI,90,https://www.google.com/maps/contrib/117573733911396773256/reviews?hl=en,,negative,0.342,0.69,3.73
ChZDSUhNMG9nS0VJQ0FnSUNnd1pHeGJBEAE,"Tasty Chicken and offers are available here..Rates are also affordable. I have ordered Fried Chiken Wings with cheese dip, Chiken Burger and Coke. it was spicy and yummy to eat.",7 years ago,2025-11-05 16:53:48.801319,4.0,Rajat Bharti,23,https://www.google.com/maps/contrib/110689004743211224888/reviews?hl=en,,positive,0.462,0.22,3.35
ChdDSUhNMG9nS0VJQ0FnSURmZ0xEaXN3RRAB,"KFC (Kentucky Fried Chicken) is a globally renowned fast-food chain, famous for its crispy fried chicken and quick service. Here's a detailed review of the place:  Pros:  1. Signature Taste: The ""11 herbs and spices"" recipe delivers consistently delicious fried chicken with a crispy exterior and juicy interior.  2. Variety: Apart from chicken, KFC offers burgers, wraps, rice bowls, and vegetarian options to cater to diverse preferences.  3. Ambience: Most outlets provide a clean, comfortable, and family-friendly environment.  4. Quick Service: Efficient order processing, especially with online and app-based options.  5. Global Standards: KFC maintains uniform quality and taste across its outlets worldwide.  1. Price: Slightly expensive compared to local fast-food options.  2. Health Concerns: Fried and calorie-rich food may not appeal to health-conscious customers.  3. Limited Customization: Menu customization options are limited.  4. Crowded at Peak Hours: Popular outlets often experience long waiting times during rush hours.  Who Should Visit?  Fast-Food Enthusiasts: People who love fried chicken or American fast food.  Families: A good place for casual dining with kids.  Quick Bites: Ideal for those looking for a fast and filling meal.  Try their iconic Bucket Meal for sharing with friends or family.  Check for ongoing deals or combos for better value.  Explore their dessert options, like the Choco Lava Cake, for a sweet finish.",10 months ago,2025-11-05 16:53:48.802404,4.0,Annu Singh,245,https://www.google.com/maps/contrib/116347697220011959664/reviews?hl=en,,positive,0.55,0.61,3.58
ChdDSUhNMG9nS0VJQ0FnSURNbGZlem9nRRAB,Such a wonderful experience with all colleagues and family also ...i think celebration pack is too enough for us ... Subscribe our channel DreamsVlog on Youtube,5 years ago,2025-11-05 16:53:48.803537,5.0,Shivam Bhardwaj,45,https://www.google.com/maps/contrib/105401873665101190870/reviews?hl=en,,positive,0.751,0.23,4.43
Ci9DQUlRQUNvZENodHljRjlvT2pGTFVEQmtOVGQwYUVGSVYxTlZVWFJvT0ZSUVkwRRAB,It's was a best popular family restaurant,a month ago,2025-11-05 16:53:51.560262,5.0,sushil kumar,0,https://www.google.com/maps/contrib/106170279316787107482/reviews?hl=en,,positive,0.851,0.18,4.57
Ci9DQUlRQUNvZENodHljRjlvT21SWll6RXljM2xLUm1GWFMwMU1UVXd3YkhZdFlsRRAB,Overall service is good except food,a month ago,2025-11-05 16:53:51.561780,4.0,gyanendra singh,28,https://www.google.com/maps/contrib/118306746024413025734/reviews?hl=en,,positive,0.479,0.13,3.35
ChZDSUhNMG9nS0VJQ0FnSURQNTVqWWRREAE,I have no word . excellent 👌,10 months ago,2025-11-05 16:53:51.562720,4.0,Saroj Ganesh,5,https://www.google.com/maps/contrib/101120920138069328157/reviews?hl=en,,positive,0.765,0.11,3.77
ChZDSUhNMG9nS0VJQ0FnSUNPZ3VtTlJREAE,Best but now chicken 🍗 quality dropped dramatically....,3 years ago,2025-11-05 16:53:51.563891,4.0,Devil Raj,252,https://www.google.com/maps/contrib/110672869747083176137/reviews?hl=en,,positive,0.603,0.1,3.53
ChZDSUhNMG9nS0VJQ0FnSUN5cUxPX1ZBEAE,Awesome stuffs and very delicious food.😋😋 …,4 years ago,2025-11-05 16:53:51.564701,4.0,Mohd Iftekhar,168,https://www.google.com/maps/contrib/104793849223429991698/reviews?hl=en,,positive,0.839,0.19,3.91
ChdDSUhNMG9nS0VJQ0FnSURXdTZhbDZ3RRAB,"Good as always but their seats requires repair Also, try zinger burger, its awesome 🍔🔥",3 years ago,2025-11-05 16:53:51.565612,4.0,Tushar,12,https://www.google.com/maps/contrib/112473716729732535575/reviews?hl=en,,positive,0.563,0.21,3.5
ChdDSUhNMG9nS0VJQ0FnSUMzc3A2Z3hRRRAB,"Ekdam ghatiya maal wested 1800rs don't wrost your money and time  Disappointing Experience at KFC  I recently ordered a meal from KFC for Rs. 1800, and I must say, it was one of the most disappointing dining experiences I've had.  Firstly, the order took an unusually long time to arrive, which was frustrating. When the food finally arrived, it was lukewarm at best. The chicken was dry and lacked the signature flavor that KFC is known for. It felt like it had been sitting out for too long.  Additionally, the sides were underwhelming. The fries were soggy, and the coleslaw was bland and lacked freshness. I was expecting a satisfying meal, but instead, I felt like I had wasted my money.  To make matters worse, the packaging was subpar, with some items spilling out and making a mess. Overall, for Rs. 1800, I expected a much better quality of food and service. I left feeling unsatisfied and unlikely to order from KFC again anytime soon at prayagraj.  I hope this feedback helps improve their service and food quality in the future.",a year ago,2025-11-05 16:53:51.566614,1.0,Rohit Kumar,0,https://www.google.com/maps/contrib/109487715628630808415/reviews?hl=en,,negative,0.48,0.67,1.25
ChdDSUhNMG9nS0VJQ0FnSUNSaE5yWXlBRRAB,"Great experience and food was awesome , good service",2 years ago,2025-11-05 16:53:51.567585,5.0,Jeffy K Thomas,133,https://www.google.com/maps/contrib/115557766732498416025/reviews?hl=en,,positive,0.764,0.23,4.45
ChdDSUhNMG9nS0VJQ0FnSUNCanVlcWd3RRAB,The red smoky chicken grilled was not nice at all. There was a meal of 209 rs. that was very bad the burger was not having nice stuffing of chicken.,2 years ago,2025-11-05 16:53:51.569247,3.0,Ritika Bahadur,123,https://www.google.com/maps/contrib/116955881501310289365/reviews?hl=en,,positive,0.378,0.25,2.58
ChZDSUhNMG9nS0VJQ0FnTUN3b1p2eERBEAE,Best Rooms,7 months ago,2025-11-05 16:53:51.570494,5.0,Saurabh kumar,4,https://www.google.com/maps/contrib/110974575785549063487/reviews?hl=en,,positive,0.808,0.13,4.49
ChZDSUhNMG9nS0VJQ0FnSURuX3RDQVhnEAE,"Nice place for non-vegetarians. Staff is good and cooperative. Good for chicken fries ,popcorns, coffee, crunchy chicken wings and pieces are best here. Dont try rolls❌ there is just a piece or fried chicken n sauces, no patties. Rest is superb.",a year ago,2025-11-05 16:53:54.250702,5.0,Ankita Singh,11,https://www.google.com/maps/contrib/103883439041234529229/reviews?hl=en,,positive,0.595,0.31,4.22
ChZDSUhNMG9nS0VJQ0FnSUNIbl9IQ1BnEAE,"After many years I wanted to retry KFC and took a couple of my friends along with. It was their 1st experience at KFC.  My experience are bulleted below. Please note we ordered in person and not via the kiosk:  - Menu experience was atrocious. Very poorly designed and confusing which I think is deliberate at these fast food chains. Difficult to easily get the needed information to make your decisions.  - Initially they forgot our order, and after reminding them again after 15 minutes they started with it. Please note the restaurant was effectively empty. They only had a 1-2 orders in total.  - They got our order wrong. They gave us wrong drinks (twice) and wrong side dish quantity.  - Even though the staff were polite, they were not professional enough. We didn't even get our bill among other things. Lol.  - Burgers were ok, they need to put more sauce/mayo/whatever, as it was just bread and patty effectively. Fries were easily the worse among its competitors (BK, McD, etc.).",a year ago,2025-11-05 16:53:54.251843,2.0,Shwetank Shukla,25,https://www.google.com/maps/contrib/107772933382172525391/reviews?hl=en,,negative,0.69,0.65,2.08
ChdDSUhNMG9nS0VJQ0FnSURtbDVTazJ3RRAB,The KFC attached to Civil Lines Bus stand. If you are about to take a bus and before that if you need some refreshment snacks then this could be a better option.,3 years ago,2025-11-05 16:53:54.253076,3.0,Subham Mishra,747,https://www.google.com/maps/contrib/110586302326368163363/reviews?hl=en,,neutral,0.416,0.18,2.56
ChdDSUhNMG9nS0VJQ0FnSUNwbjlLQl9RRRAB,I ordered Thai chicken roll n it's so tasty n mojito drink is also good,Edited a year ago,2025-11-05 16:53:54.253901,5.0,Pragati Rai,1,https://www.google.com/maps/contrib/117514241467610396429/reviews?hl=en,,positive,0.417,0.15,3.91
ChZDSUhNMG9nS0VJQ0FnSUQzX3VxS1V3EAE,"Tables were not clean, ambience was untidy, even basic tissue paper was a hassle to get even after multiple times asking, have to say that if you are going on the brand name like KFC then itis my humble request please go to lucknow or delhi one, they are far more better than this one in taste and quality and ambience. And of you are a first timer then its my humble request please don't go here and ruin your magic moment. KFC is a feel of mixed emotions for many people especially that fried chicken experience and these guys are just ruining it deliberately. KFC please do something and close this outlet. They are determined to deteriorate your brand name🤮😡",11 months ago,2025-11-05 16:53:54.254734,1.0,Priyanshu Singh,102,https://www.google.com/maps/contrib/101245633440004288554/reviews?hl=en,,negative,0.518,0.51,1.24
ChZDSUhNMG9nS0VJQ0FnSURFb0t6cWJnEAE,Very nice place i totally loved it. Qualm of food is superb,Edited 6 years ago,2025-11-05 16:53:54.255854,5.0,Amisha Srivastava,18,https://www.google.com/maps/contrib/118033393579184472265/reviews?hl=en,,positive,0.795,0.24,4.5
ChdDSUhNMG9nS0VJQ0FnSUNzaHFMRzBRRRAB,The place is good enough...This is the place that i like to visit anytime i want.. Like the taste is very good ..you may try buckets and meals..,5 years ago,2025-11-05 16:53:54.256654,5.0,Aliya Khan,63,https://www.google.com/maps/contrib/117684946719300954819/reviews?hl=en,,positive,0.424,0.33,3.97
Ci9DQUlRQUNvZENodHljRjlvT2xoSk4yTnVTWGswWms5eU5XdFlWblpLU0hCcWNrRRAB,Good place to hang out for Fried Chicken lovers.....,4 months ago,2025-11-05 16:53:54.257806,5.0,Anokh M,10,https://www.google.com/maps/contrib/115691447192182320579/reviews?hl=en,,positive,0.481,0.12,4.0
ChZDSUhNMG9nS0VJQ0FnSUNtNXJHSVl3EAE,When i visited there was no option for online payment. Dessert 🤢 …,3 years ago,2025-11-05 16:53:54.259000,1.0,Ashutosh Vimal,21,https://www.google.com/maps/contrib/114028200874750135876/reviews?hl=en,,positive,0.347,0.12,1.2
ChdDSUhNMG9nS0VLblVrcjd2MzU2RnR3RRAB,Yummmy burger kfc is always first choise,4 months ago,2025-11-05 16:53:54.260515,5.0,Vivek Mishra09,110,https://www.google.com/maps/contrib/101023850817358547662/reviews?hl=en,,positive,0.298,0.02,3.7
ChdDSUhNMG9nS0VKWEg5czNYeFAzUm1nRRAB,The non veg food items are good not for vegetarian as there are not many options for veg.....,5 months ago,2025-11-05 16:53:57.058652,5.0,Ishan Singh,0,https://www.google.com/maps/contrib/112159032115446841296/reviews?hl=en,,neutral,0.337,0.14,3.74
ChZDSUhNMG9nS0VJQ0FnSUNVbWRya2NnEAE,Their Ac never works and the longers was not hot,6 years ago,2025-11-05 16:53:57.060162,2.0,utkarsh yadav,20,https://www.google.com/maps/contrib/101399628048794466600/reviews?hl=en,,negative,0.614,0.03,1.86
ChdDSUhNMG9nS0VJQ0FnSUNRbjZhcXdRRRAB,"I love it Very tasty and instant delivered Chicken pop corn , smoky chicken, and hot wings they are some must try",7 years ago,2025-11-05 16:53:57.061138,4.0,Sayyed Fahad,268,https://www.google.com/maps/contrib/114192918817987909241/reviews?hl=en,,positive,0.642,0.21,3.62
ChdDSUhNMG9nS0VJQ0FnSURvNDY2OGtRRRAB,Amazing chicken waaaaooo i wish i could go again and i am saving money for the same  In this picture smokey grilled chiken is formed,6 years ago,2025-11-05 16:53:57.062106,4.0,Dipesh sharma,9,https://www.google.com/maps/contrib/118387429862009797440/reviews?hl=en,,positive,0.727,0.29,3.76
ChZDSUhNMG9nS0VJQ0FnSURxdl9HeE13EAE,Taste is good but there chicken size in 10 piece hot and crispy bucket on Wednesdays is not upto the mark. Pieces are smaller as compared to original kfc chicken piece.,Edited a year ago,2025-11-05 16:53:57.063188,5.0,Om Prakash Yadav,97,https://www.google.com/maps/contrib/107012347025430690571/reviews?hl=en,,positive,0.509,0.24,4.07
ChZDSUhNMG9nS0VJQ0FnSUNUbVpiU1NnEAE,"The food taste and options  here are great, only bitter experience is why there are three Menu touch screens for ordering when only one is working at a time, that too the corner one. If they aren't operational then please keep them off.",a year ago,2025-11-05 16:53:57.064405,5.0,Shubham Nirmal,106,https://www.google.com/maps/contrib/111755310905753140729/reviews?hl=en,,positive,0.304,0.2,3.76
ChZDSUhNMG9nS0VJQ0FnSUN1c0w2SURnEAE,Good one not so great 👍🏻 …,3 years ago,2025-11-05 16:53:57.065342,4.0,Satya Reddy,3,https://www.google.com/maps/contrib/112994855467485565903/reviews?hl=en,,positive,0.584,0.08,3.5
ChZDSUhNMG9nS0VJQ0FnSUQ5dTRITFR3EAE,I have always loved the roll sections of the KFC but trust the Chef the twister rolls were the best. The size also as a matter of fact has been shortened I understand the prizing but not up to so much of extent. The krushers were great too but I don't know why the KFC outlet in our Prayagraj seems so deserted with employees and feels like such a sleepy place. Last but not the least the food served hot must be hot and cold must be cold as the golden rule of service says.  Best wishes from the Chef.😇,Edited a year ago,2025-11-05 16:53:57.066719,5.0,Akash,20,https://www.google.com/maps/contrib/103064520609392858536/reviews?hl=en,,positive,0.419,0.6,4.03
ChZDSUhNMG9nS0VJQ0FnSUNBN01laENREAE,Great place to full your empty tummy,7 years ago,2025-11-05 16:53:57.068100,5.0,Siddhant Singh,2,https://www.google.com/maps/contrib/111848299982721950123/reviews?hl=en,,positive,0.722,0.12,4.36
ChdDSUhNMG9nS0VJQ0FnSUNrbnVMWjV3RRAB,They don't give water for free they ask customer for request then they give water in a small glass.,6 years ago,2025-11-05 16:53:57.069133,1.0,Azaan Rizvi,11,https://www.google.com/maps/contrib/113095220779009998487/reviews?hl=en,,negative,0.512,0.16,1.15
